,gross,date_c,name,rate,budget,Director,length,actors,open_week,year,genre,rating,audience,First_Week
8802,"$81,687,587","PG-13,2015-09-18",Maze Runner: The Scorch Trials,"6.3 based on 158,447 user ratings","$61,000,000",Wes Ball,131M,"Dylan O'Brien,Kaya Scodelario,Thomas Brodie-Sangster","         $30,316,510        

      (USA)
      ",2015,"Action,Sci-Fi,Thriller",6.3,"158,447"," $30,316,510"
8803,"$42,478,175","PG-13,2015-04-24",The Age of Adaline,"7.2 based on 111,407 user ratings","$25,000,000",Lee Toland Krieger,112M,"Blake Lively,Michiel Huisman,Harrison Ford","         $13,203,458        

      (USA)
      ",2015,"Drama,Fantasy,Romance",7.2,"111,407"," $13,203,458"
8804,"$72,306,065","PG-13,2015-10-16",Bridge of Spies,"7.6 based on 216,527 user ratings","$40,000,000",Steven Spielberg,142M,"Tom Hanks,Mark Rylance,Alan Alda","         $15,371,203        

      (USA)
      ",2015,"Drama,History,Thriller",7.6,"216,527"," $15,371,203"
8808,"$2,982,281","R,2015-10-23",Rock the Kasbah,"5.5 based on 7,486 user ratings","$15,000,000",Barry Levinson,106M,"Bill Murray,Leem Lubany,Zooey Deschanel","         $1,470,592        

      (USA)
      ",2015,"Comedy,Music,War",5.5,"7,486"," $1,470,592"
8809,"$65,030,563","PG-13,2016-06-10",Now You See Me 2,"6.5 based on 154,006 user ratings","$90,000,000",Jon M. Chu,129M,"Jesse Eisenberg,Mark Ruffalo,Woody Harrelson","         $22,383,146        

      (USA)
      ",2016,"Action,Adventure,Comedy",6.5,"154,006"," $22,383,146"
8810,"$34,964,818","PG,2015-10-09",Pan,"5.8 based on 47,549 user ratings","$150,000,000",Joe Wright,111M,"Levi Miller,Hugh Jackman,Garrett Hedlund","         $15,315,435        

      (USA)
      ",2015,"Adventure,Family,Fantasy",5.8,"47,549"," $15,315,435"
8811,"$36,247,227","R,2016-05-20",The Nice Guys,"7.4 based on 172,173 user ratings","$50,000,000",Shane Black,116M,"Russell Crowe,Ryan Gosling,Angourie Rice","         $11,203,270        

      (USA)
      ",2016,"Action,Comedy,Crime",7.4,"172,173"," $11,203,270"
8813,"$447,524","R,2015-05-08",The D Train,"5.0 based on 8,659 user ratings","$3,000,000",Andrew Mogel,101M,"Jack Black,James Marsden,Kathryn Hahn","         $447,524        

      (USA)
      ",2015,"Comedy,Drama",5.0,"8,659"," $447,524"
8816,"$363,995,937","PG,2016-04-15",The Jungle Book,"7.5 based on 196,244 user ratings","$175,000,000",Jon Favreau,106M,"Neel Sethi,Bill Murray,Ben Kingsley","         $103,261,464        

      (USA)
      ",2016,"Adventure,Drama,Family",7.5,"196,244"," $103,261,464"
8817,"$201,148,159","PG,2015-03-13",Cinderella,"7.0 based on 116,350 user ratings","$95,000,000",Kenneth Branagh,105M,"Lily James,Cate Blanchett,Richard Madden","         $67,877,361        

      (USA)
      ",2015,"Drama,Family,Fantasy",7.0,"116,350"," $67,877,361"
8818,"$166,147,885","R,2015-02-13",Fifty Shades of Grey,"4.1 based on 243,335 user ratings","$40,000,000",Sam Taylor-Johnson,125M,"Dakota Johnson,Jamie Dornan,Jennifer Ehle","         $94,395,000        

      (USA)
      ",2015,"Drama,Romance,Thriller",4.1,"243,335"," $94,395,000"
8821,"$78,747,585","PG-13,2015-07-24",Pixels,"5.6 based on 100,453 user ratings","$88,000,000",Chris Columbus,105M,"Adam Sandler,Kevin James,Michelle Monaghan","         $24,011,616        

      (USA)
      ",2015,"Action,Comedy,Sci-Fi",5.6,"100,453"," $24,011,616"
8822,"$71,038,190","PG,2015-04-17",Paul Blart: Mall Cop 2,"4.4 based on 26,092 user ratings","$30,000,000",Andy Fickman,94M,"Kevin James,Raini Rodriguez,Eduardo Verástegui","         $23,762,435        

      (USA)
      ",2015,"Action,Comedy,Crime",4.4,"26,092"," $23,762,435"
8823,"$3,730,982","PG-13,2017-01-06",A Monster Calls,"7.5 based on 36,158 user ratings","$43,000,000",J.A. Bayona,108M,"Lewis MacDougall,Sigourney Weaver,Felicity Jones","         $30,909        

      (USA)
      ",2016,"Drama,Fantasy",7.5,"36,158"," $30,909"
8826,"$66,009,973","R,2015-07-01",Magic Mike XXL,"5.7 based on 42,315 user ratings","$14,800,000",Gregory Jacobs,115M,"Channing Tatum,Joe Manganiello,Matt Bomer","         $11,600,000        

      (USA)
      ",2015,"Comedy,Drama,Music",5.7,"42,315"," $11,600,000"
8827,"$103,137,295","PG-13,2016-06-24",Independence Day: Resurgence,"5.3 based on 124,744 user ratings","$165,000,000",Roland Emmerich,120M,"Liam Hemsworth,Jeff Goldblum,Bill Pullman","         $41,039,944        

      (USA)
      ",2016,"Action,Adventure,Sci-Fi",5.3,"124,744"," $41,039,944"
8828,"$195,000,874","PG-13,2015-07-31",Mission: Impossible - Rogue Nation,"7.4 based on 256,254 user ratings","$150,000,000",Christopher McQuarrie,131M,"Tom Cruise,Rebecca Ferguson,Jeremy Renner","         $55,520,089        

      (USA)
      ",2015,"Action,Adventure,Thriller",7.4,"256,254"," $55,520,089"
8830,"$123,070,338","PG,2015-11-25",The Good Dinosaur,"6.8 based on 76,797 user ratings","$200,000,000",Peter Sohn,93M,"Jeffrey Wright,Frances McDormand,Maleah Nipay-Padilla","         $39,155,217        

      (USA)
      ",2015,"Animation,Adventure,Comedy",6.8,"76,797"," $39,155,217"
8831,"$183,635,922","R,2016-01-08",The Revenant,"8.0 based on 496,074 user ratings","$135,000,000",Alejandro González Iñárritu,156M,"Leonardo DiCaprio,Tom Hardy,Will Poulter","         $474,560        

      (USA)
      ",2015,"Adventure,Drama,Thriller",8.0,"496,074"," $474,560"
8832,"$93,417,865","PG,2015-05-22",Tomorrowland,"6.5 based on 142,076 user ratings","$190,000,000",Brad Bird,130M,"George Clooney,Britt Robertson,Hugh Laurie","         $32,972,000        

      (USA)
      ",2015,"Action,Adventure,Family",6.5,"142,076"," $32,972,000"
8833,"$47,415,690","PG-13,2015-05-22",Poltergeist,"5.0 based on 45,742 user ratings","$35,000,000",Gil Kenan,93M,"Sam Rockwell,Rosemarie DeWitt,Kennedi Clements","         $22,600,000        

      (USA)
      ",2015,"Horror,Thriller",5.0,"45,742"," $22,600,000"
8835,"$54,645,723","PG-13,2016-12-21",Assassin's Creed,"6.0 based on 106,266 user ratings","$125,000,000",Justin Kurzel,115M,"Michael Fassbender,Marion Cotillard,Jeremy Irons","         $10,278,225        

      (USA)
      ",2016,"Action,Adventure,Drama",6.0,"106,266"," $10,278,225"
8837,"$89,732,035","PG-13,2015-07-01",Terminator Genisys,"6.5 based on 204,372 user ratings","$155,000,000",Alan Taylor,126M,"Arnold Schwarzenegger,Jason Clarke,Emilia Clarke","         $28,700,000        

      (USA)
      ",2015,"Action,Adventure,Sci-Fi",6.5,"204,372"," $28,700,000"
8838,"$128,344,089","PG-13,2016-07-15",Ghostbusters,"5.4 based on 145,769 user ratings","$144,000,000",Paul Feig,116M,"Melissa McCarthy,Kristen Wiig,Kate McKinnon","         $46,018,755        

      (USA)
      ",2016,"Action,Comedy,Fantasy",5.4,"145,769"," $46,018,755"
8840,"$153,629,485","R,2015-05-15",Mad Max: Fury Road,"8.1 based on 628,737 user ratings","$150,000,000",George Miller,120M,"Tom Hardy,Charlize Theron,Nicholas Hoult","         $44,440,000        

      (USA)
      ",2015,"Action,Adventure,Sci-Fi",8.1,"628,737"," $44,440,000"
8843,"$180,191,634","PG-13,2015-07-17",Ant-Man,"7.3 based on 365,444 user ratings","$130,000,000",Peyton Reed,117M,"Paul Rudd,Michael Douglas,Corey Stoll","         $57,225,526        

      (USA)
      ",2015,"Action,Adventure,Comedy",7.3,"365,444"," $57,225,526"
8919,"$17,664,973","R,2016-11-23",Bad Santa 2,"5.5 based on 10,433 user ratings","$26,000,000",Mark Waters,92M,"Billy Bob Thornton,Kathy Bates,Tony Cox","         $6,176,680        

      (USA)
      ",2016,"Comedy,Crime,Drama",5.5,"10,433"," $6,176,680"
8986,"$14,479,776","PG-13,2014-12-25",Big Eyes,"7.0 based on 63,850 user ratings","$10,000,000",Tim Burton,106M,"Amy Adams,Christoph Waltz,Danny Huston","         $2,610,026        

      (USA)
      ",2014,"Biography,Crime,Drama",7.0,"63,850"," $2,610,026"
8994,"$71,897,215","PG-13,2016-03-11",10 Cloverfield Lane,"7.2 based on 190,454 user ratings","$15,000,000",Dan Trachtenberg,104M,"John Goodman,Mary Elizabeth Winstead,John Gallagher Jr.","         $24,702,752        

      (USA)
      ",2016,"Drama,Horror,Mystery",7.2,"190,454"," $24,702,752"
9003,"$4,027,764","R,2015-08-07",Irrational Man,"6.6 based on 39,758 user ratings","$11,000,000",Woody Allen,95M,"Joaquin Phoenix,Emma Stone,Parker Posey","         $175,312        

      (USA)
      ",2015,"Comedy,Drama",6.6,"39,758"," $175,312"
9004,"$17,735,503","PG,2015-07-24",Mr. Holmes,"6.9 based on 48,886 user ratings","$10,000,000",Bill Condon,104M,"Ian McKellen,Laura Linney,Hiroyuki Sanada","         $2,434,908        

      (USA)
      ",2015,"Drama,Mystery",6.9,"48,886"," $2,434,908"
9006,"$270,322,340","PG,2016-12-21",Sing,"7.2 based on 55,765 user ratings","$75,000,000",Christophe Lourdelet,108M,"Matthew McConaughey,Reese Witherspoon,Seth MacFarlane","         $35,258,145        

      (USA)
      ",2016,"Animation,Comedy,Family",7.2,"55,765"," $35,258,145"
9007,"$110,008,260","R,2015-07-17",Trainwreck,"6.3 based on 105,669 user ratings","$35,000,000",Judd Apatow,125M,"Amy Schumer,Bill Hader,Brie Larson","         $30,097,040        

      (USA)
      ",2015,"Comedy,Drama,Romance",6.3,"105,669"," $30,097,040"
9008,"$48,019,281","PG,2016-08-19",Kubo and the Two Strings,"7.9 based on 70,830 user ratings","$60,000,000",Travis Knight,101M,"Charlize Theron,Art Parkinson,Matthew McConaughey","         $12,608,372        

      (USA)
      ",2016,"Animation,Adventure,Family",7.9,"70,830"," $12,608,372"
9010,"$20,758,378","R,2016-06-24",Free State of Jones,"6.9 based on 29,281 user ratings","$50,000,000",Gary Ross,139M,"Matthew McConaughey,Gugu Mbatha-Raw,Mahershala Ali","         $7,572,206        

      (USA)
      ",2016,"Action,Biography,Drama",6.9,"29,281"," $7,572,206"
9015,"$165,487,121","PG-13,2017-03-10",Kong: Skull Island,"6.9 based on 85,085 user ratings","$185,000,000",Jordan Vogt-Roberts,118M,"Tom Hiddleston,Samuel L. Jackson,Brie Larson","         $61,015,000        

      (USA)
      ",2017,"Action,Adventure,Fantasy",6.9,"85,085"," $61,015,000"
9016,"$248,752,120","PG,2016-11-23",Moana,"7.7 based on 111,813 user ratings","$150,000,000",Ron Clements,107M,"Auli'i Cravalho,Dwayne Johnson,Rachel House","         $56,631,401        

      (USA)
      ",2016,"Animation,Adventure,Comedy",7.7,"111,813"," $56,631,401"
9018,"$32,361,416","R,2015-06-03",Entourage,"6.6 based on 64,317 user ratings","$30,000,000",Doug Ellin,104M,"Adrian Grenier,Kevin Connolly,Jerry Ferrara","         $10,283,250        

      (USA)
      ",2015,Comedy,6.6,"64,317"," $10,283,250"
9019,"$90,353,764","R,2015-03-27",Get Hard,"6.0 based on 94,434 user ratings","$40,000,000",Etan Cohen,100M,"Will Ferrell,Kevin Hart,Alison Brie","         $33,803,253        

      (USA)
      ",2015,"Comedy,Crime",6.0,"94,434"," $33,803,253"
9020,"$75,274,748","PG-13,2015-09-25",The Intern,"7.1 based on 158,600 user ratings","$35,000,000",Nancy Meyers,121M,"Robert De Niro,Anne Hathaway,Rene Russo","         $17,728,313        

      (USA)
      ",2015,"Comedy,Drama",7.1,"158,600"," $17,728,313"
9021,"$129,995,817","PG-13,2015-03-20",Insurgent,"6.3 based on 171,093 user ratings","$110,000,000",Robert Schwentke,119M,"Shailene Woodley,Ansel Elgort,Theo James","         $52,263,680        

      (USA)
      ",2015,"Adventure,Sci-Fi,Thriller",6.3,"171,093"," $52,263,680"
9022,"$102,461,593","R,2016-06-10",The Conjuring 2,"7.4 based on 135,326 user ratings","$40,000,000",James Wan,134M,"Vera Farmiga,Patrick Wilson,Madison Wolfe","         $40,406,314        

      (USA)
      ",2016,"Horror,Mystery,Thriller",7.4,"135,326"," $40,406,314"
9024,"$234,018,657","PG-13,2016-11-18",Fantastic Beasts and Where to Find Them,"7.5 based on 223,940 user ratings","$180,000,000",David Yates,133M,"Eddie Redmayne,Katherine Waterston,Alison Sudol","         $74,403,387        

      (USA)
      ",2016,"Adventure,Family,Fantasy",7.5,"223,940"," $74,403,387"
9025,"$43,247,140","PG-13,2015-09-25",Everest,"7.1 based on 153,867 user ratings","$55,000,000",Baltasar Kormákur,121M,"Jason Clarke,Ang Phula Sherpa,Thomas M. Wright","         $7,222,035        

      (USA)
      ",2015,"Action,Adventure,Drama",7.1,"153,867"," $7,222,035"
9026,"$46,813,366","R,2016-02-12",How to Be Single,"6.1 based on 59,217 user ratings","$38,000,000",Christian Ditter,110M,"Dakota Johnson,Rebel Wilson,Leslie Mann","         $18,750,000        

      (USA)
      ",2016,"Comedy,Romance",6.1,"59,217"," $18,750,000"
9027,"$90,835,030","PG-13,2016-01-15",Ride Along 2,"5.9 based on 38,049 user ratings","$40,000,000",Tim Story,102M,"Ice Cube,Kevin Hart,Tika Sumpter","         $34,040,000        

      (USA)
      ",2016,"Action,Comedy",5.9,"38,049"," $34,040,000"
9028,"$5,773,519","PG-13,2015-11-25",Victor Frankenstein,"6.0 based on 37,352 user ratings","$40,000,000",Paul McGuigan,110M,"Daniel Radcliffe,James McAvoy,Jessica Brown Findlay","         $2,350,000        

      (USA)
      ",2015,"Drama,Horror,Sci-Fi",6.0,"37,352"," $2,350,000"
9030,"$224,508,170","R,2017-03-03",Logan,"8.4 based on 241,730 user ratings","$97,000,000",James Mangold,137M,"Hugh Jackman,Patrick Stewart,Dafne Keen","         $88,411,916        

      (USA)
      ",2017,"Action,Drama,Sci-Fi",8.4,"241,730"," $88,411,916"
9032,"$281,666,058","PG-13,2015-11-20",The Hunger Games: Mockingjay - Part 2,"6.6 based on 200,833 user ratings","$160,000,000",Francis Lawrence,137M,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth","         $102,665,981        

      (USA)
      ",2015,"Action,Adventure,Sci-Fi",6.6,"200,833"," $102,665,981"
9033,"$33,071,558","PG,2015-03-06",The Second Best Exotic Marigold Hotel,"6.6 based on 24,887 user ratings","$10,000,000",John Madden,122M,"Judi Dench,Maggie Smith,Bill Nighy","         $8,540,370        

      (USA)
      ",2015,"Comedy,Drama",6.6,"24,887"," $8,540,370"
9034,"$20,991,497","PG-13,2015-05-29",Aloha,"5.4 based on 44,834 user ratings","$37,000,000",Cameron Crowe,105M,"Bradley Cooper,Rachel McAdams,Emma Stone","         $9,670,235        

      (USA)
      ",2015,"Comedy,Drama,Romance",5.4,"44,834"," $9,670,235"
9036,"$155,333,829","PG-13,2016-05-27",X-Men: Apocalypse,"7.1 based on 271,048 user ratings","$178,000,000",Bryan Singer,144M,"James McAvoy,Michael Fassbender,Jennifer Lawrence","         $65,000,000        

      (USA)
      ",2016,"Action,Adventure,Sci-Fi",7.1,"271,048"," $65,000,000"
9040,"$12,276,810","PG-13,2015-07-10",Self/less,"6.5 based on 66,815 user ratings","$26,000,000",Tarsem Singh,117M,"Ryan Reynolds,Natalie Martinez,Matthew Goode","         $5,379,000        

      (USA)
      ",2015,"Action,Mystery,Sci-Fi",6.5,"66,815"," $5,379,000"
9045,"$158,804,470","PG-13,2016-07-22",Star Trek Beyond,"7.1 based on 162,238 user ratings","$185,000,000",Justin Lin,122M,"Chris Pine,Zachary Quinto,Karl Urban","         $59,253,211        

      (USA)
      ",2016,"Action,Adventure,Sci-Fi",7.1,"162,238"," $59,253,211"
9046,"$3,707,794","PG-13,2016-04-21",Midnight Special,"6.7 based on 54,045 user ratings","$18,000,000",Jeff Nichols,112M,"Michael Shannon,Joel Edgerton,Kirsten Dunst","         $190,012        

      (USA)
      ",2016,"Drama,Mystery,Sci-Fi",6.7,"54,045"," $190,012"
9047,"$26,442,251","R,2015-03-13",Run All Night,"6.6 based on 82,534 user ratings","$50,000,000",Jaume Collet-Serra,114M,"Liam Neeson,Ed Harris,Joel Kinnaman","         $11,012,305        

      (USA)
      ",2015,"Action,Crime,Drama",6.6,"82,534"," $11,012,305"
9048,"$330,249,062","PG-13,2016-03-25",Batman v Superman: Dawn of Justice,"6.7 based on 469,241 user ratings","$250,000,000",Zack Snyder,151M,"Ben Affleck,Henry Cavill,Amy Adams","         $166,007,347        

      (USA)
      ",2016,"Action,Adventure,Sci-Fi",6.7,"469,241"," $166,007,347"
9049,"$27,736,779","R,2015-08-21",Sinister 2,"5.3 based on 31,039 user ratings","$10,000,000",Ciarán Foy,97M,"James Ransone,Shannyn Sossamon,Robert Daniel Sloan","         $10,542,116        

      (USA)
      ",2015,"Horror,Mystery,Thriller",5.3,"31,039"," $10,542,116"
9050,"$53,846,915","R,2015-02-27",Focus,"6.6 based on 165,634 user ratings","$50,100,000",Glenn Ficarra,105M,"Will Smith,Margot Robbie,Rodrigo Santoro","         $18,685,137        

      (USA)
      ",2015,"Comedy,Crime,Drama",6.6,"165,634"," $18,685,137"
9052,"$31,056,945","R,2015-10-16",Crimson Peak,"6.6 based on 96,715 user ratings","$55,000,000",Guillermo del Toro,119M,"Mia Wasikowska,Jessica Chastain,Tom Hiddleston","         $13,143,310        

      (USA)
      ",2015,"Drama,Fantasy,Horror",6.6,"96,715"," $13,143,310"
9055,"$3,152,725","R,2016-05-13",Our Kind of Traitor,"6.2 based on 12,026 user ratings","$4,000,000",Susanna White,108M,"Carlos Acosta,Radivoje Bukvic,Stellan Skarsgård","         $1,001,354        

      (USA)
      ",2016,"Crime,Drama,Thriller",6.2,"12,026"," $1,001,354"
9056,"$107,506,776","PG,2016-05-20",The Angry Birds Movie,"6.3 based on 55,155 user ratings","$73,000,000",Clay Kaytis,97M,"Jason Sudeikis,Josh Gad,Danny McBride","         $38,155,177        

      (USA)
      ",2016,"Animation,Action,Adventure",6.3,"55,155"," $38,155,177"
9057,"$350,034,110","PG-13,2015-04-03",Furious 7,"7.2 based on 299,165 user ratings","$190,000,000",James Wan,137M,"Vin Diesel,Paul Walker,Dwayne Johnson","         $147,187,040        

      (USA)
      ",2015,"Action,Crime,Thriller",7.2,"299,165"," $147,187,040"
9060,"$81,257,500","R,2015-06-26",Ted 2,"6.3 based on 135,333 user ratings","$68,000,000",Seth MacFarlane,115M,"Mark Wahlberg,Seth MacFarlane,Amanda Seyfried","         $33,507,870        

      (USA)
      ",2015,Comedy,6.3,"135,333"," $33,507,870"
9063,"$1,206,135","R,2015-04-17",Child 44,"6.5 based on 47,373 user ratings","$50,000,000",Daniel Espinosa,137M,"Tom Hardy,Gary Oldman,Noomi Rapace","         $621,812        

      (USA)
      ",2015,"Crime,Drama,Thriller",6.5,"47,373"," $621,812"
9065,"$936,627,416","PG-13,2015-12-18",Star Wars: Episode VII - The Force Awakens,"8.1 based on 657,035 user ratings","$245,000,000",J.J. Abrams,136M,"Daisy Ridley,John Boyega,Oscar Isaac","         $247,966,675        

      (USA)
      ",2015,"Action,Adventure,Fantasy",8.1,"657,035"," $247,966,675"
9066,"$24,985,612","PG-13,2015-12-11",In the Heart of the Sea,"6.9 based on 89,764 user ratings","$100,000,000",Ron Howard,122M,"Chris Hemsworth,Cillian Murphy,Brendan Gleeson","         $11,053,366        

      (USA)
      ",2015,"Action,Adventure,Biography",6.9,"89,764"," $11,053,366"
9067,"$47,952,020","PG-13,2016-04-22",The Huntsman: Winter's War,"6.1 based on 65,949 user ratings","$115,000,000",Cedric Nicolas-Troyan,114M,"Chris Hemsworth,Jessica Chastain,Charlize Theron","         $19,445,035        

      (USA)
      ",2016,"Action,Adventure,Drama",6.1,"65,949"," $19,445,035"
9068,"$177,343,675","PG,2015-03-27",Home,"6.7 based on 77,070 user ratings","$135,000,000",Tim Johnson,94M,"Jim Parsons,Rihanna,Steve Martin","         $52,107,731        

      (USA)
      ",2015,"Animation,Adventure,Comedy",6.7,"77,070"," $52,107,731"
9069,"$153,694,574","PG,2016-11-04",Trolls,"6.5 based on 37,124 user ratings","$125,000,000",Walt Dohrn,92M,"Anna Kendrick,Justin Timberlake,Zooey Deschanel","         $46,581,142        

      (USA)
      ",2016,"Animation,Adventure,Comedy",6.5,"37,124"," $46,581,142"
